키워드순번,품목키워드,키워드레벨,상위키워드순번,판정결과코드,종결여부,사용여부,자동완성용키워드
1741,범용/수동 기계,2,1615,3,Y,Y,ㅂㅓㅁㅇㅛㅇ/ㅅㅜㄷㅗㅇ ㄱㅣㄱㅖ
1742,반응용기,2,1596,,,Y,ㅂㅏㄴㅇㅡㅇㅇㅛㅇㄱㅣ
1743,"스테인리스, 동, 철 재질",2,1538,2,Y,Y,"ㅅㅡㅌㅔㅇㅣㄴㄹㅣㅅㅡ, ㄷㅗㅇ, ㅊㅓㄹ ㅈㅐㅈㅣㄹ"
1744,연속배양기,2,1525,,,Y,ㅇㅕㄴㅅㅗㄱㅂㅐㅇㅑㅇㄱㅣ
1745,소각장치,2,1596,,,Y,ㅅㅗㄱㅏㄱㅈㅏㅇㅊㅣ
1746,"스테인리스, 동, 철 재질",2,1582,2,Y,Y,"ㅅㅡㅌㅔㅇㅣㄴㄹㅣㅅㅡ, ㄷㅗㅇ, ㅊㅓㄹ ㅈㅐㅈㅣㄹ"
1747,밀링가공 공작기계,2,1636,,,Y,ㅁㅣㄹㄹㅣㅇㄱㅏㄱㅗㅇ ㄱㅗㅇㅈㅏㄱㄱㅣㄱㅖ
1748,가진기,2,1603,,,Y,ㄱㅏㅈㅣㄴㄱㅣ
1749,작동압력 69Mpa 이하,2,1660,2,Y,N,ㅈㅏㄱㄷㅗㅇㅇㅏㅂㄹㅕㄱ 69Mpa ㅇㅣㅎㅏ
1750,방전가공기,2,1636,,,Y,ㅂㅏㅇㅈㅓㄴㄱㅏㄱㅗㅇㄱㅣ
1751,이온도금 생산 장비,2,1663,,,Y,ㅇㅣㅇㅗㄴㄷㅗㄱㅡㅁ ㅅㅐㅇㅅㅏㄴ ㅈㅏㅇㅂㅣ
1752,유체제트/전자빔/레이저 기계,2,1636,,,Y,ㅇㅠㅊㅔㅈㅔㅌㅡ/ㅈㅓㄴㅈㅏㅂㅣㅁ/ㄹㅔㅇㅣㅈㅓ ㄱㅣㄱㅖ
1753,디지털 제어기,2,1603,,,Y,ㄷㅣㅈㅣㅌㅓㄹ ㅈㅔㅇㅓㄱㅣ
3390,케이블정리대,1,,2,Y,Y,ㅋㅔㅇㅣㅂㅡㄹㅈㅓㅇㄹㅣㄷㅐ
3391,마끼비닐,1,,2,Y,N,ㅁㅏㄲㅣㅂㅣㄴㅣㄹ
3392,소화기받침대,1,,2,Y,Y,ㅅㅗㅎㅘㄱㅣㅂㅏㄷㅊㅣㅁㄷㅐ
3393,PRINTING PAPER,1,,2,Y,Y,PRINTING PAPER
3394,Screen Printer,1,,2,Y,Y,Screen Printer
3395,Nordlock washer,1,,2,Y,Y,Nordlock washer
3396,스크린프린터,1,,2,Y,Y,ㅅㅡㅋㅡㄹㅣㄴㅍㅡㄹㅣㄴㅌㅓ
3397,스위치박스,1,,2,Y,Y,ㅅㅡㅇㅟㅊㅣㅂㅏㄱㅅㅡ
3398,분석저울,1,,2,Y,Y,ㅂㅜㄴㅅㅓㄱㅈㅓㅇㅜㄹ
3399,책상(대),1,,2,Y,Y,ㅊㅐㄱㅅㅏㅇ(ㄷㅐ)
3400,헤어컨디셔너,1,,2,Y,Y,ㅎㅔㅇㅓㅋㅓㄴㄷㅣㅅㅕㄴㅓ
3401,모니터 장식장,1,,2,Y,Y,ㅁㅗㄴㅣㅌㅓ ㅈㅏㅇㅅㅣㄱㅈㅏㅇ
3402,2PC TINPLATED STEEL EMPTY CAN,1,,2,Y,Y,2PC TINPLATED STEEL EMPTY CAN
3403,동아 유성매직,1,,2,Y,Y,ㄷㅗㅇㅇㅏ ㅇㅠㅅㅓㅇㅁㅐㅈㅣㄱ
3404,붓 싱,1,,2,Y,Y,ㅂㅜㅅ ㅅㅣㅇ
3405,게이지블록,1,,2,Y,N,ㄱㅔㅇㅣㅈㅣㅂㅡㄹㄹㅗㄱ
3406,광학 현미경,1,,2,Y,Y,ㄱㅘㅇㅎㅏㄱ ㅎㅕㄴㅁㅣㄱㅕㅇ
3407,Heat Shrinkable Tape,1,,2,Y,Y,Heat Shrinkable Tape
3408,BIC 크리스탈 볼펜,1,,2,Y,Y,BIC ㅋㅡㄹㅣㅅㅡㅌㅏㄹ ㅂㅗㄹㅍㅔㄴ
3409,플라스틱 안경렌즈 'BANK SEPAH 관련',1,,2,Y,Y,ㅍㅡㄹㄹㅏㅅㅡㅌㅣㄱ ㅇㅏㄴㄱㅕㅇㄹㅔㄴㅈㅡ 'BANK SEPAH ㄱㅘㄴㄹㅕㄴ'
3410,피펫 휠러,1,,2,Y,Y,ㅍㅣㅍㅔㅅ ㅎㅟㄹㄹㅓ
3411,온습도트랜스미터,1,,2,Y,Y,ㅇㅗㄴㅅㅡㅂㄷㅗㅌㅡㄹㅐㄴㅅㅡㅁㅣㅌㅓ
3412,라벨부착기,1,,2,Y,Y,ㄹㅏㅂㅔㄹㅂㅜㅊㅏㄱㄱㅣ
3413,플라스틱 지우개,1,,2,Y,Y,ㅍㅡㄹㄹㅏㅅㅡㅌㅣㄱ ㅈㅣㅇㅜㄱㅐ
3414,지우개,1,,2,Y,Y,ㅈㅣㅇㅜㄱㅐ
3415,청력검사기,1,,2,Y,Y,ㅊㅓㅇㄹㅕㄱㄱㅓㅁㅅㅏㄱㅣ
3416,제도샤프,1,,2,Y,Y,ㅈㅔㄷㅗㅅㅑㅍㅡ
3417,필기용 종이,1,,2,Y,Y,ㅍㅣㄹㄱㅣㅇㅛㅇ ㅈㅗㅇㅇㅣ
3418,"19"" Standard Network Cabinet",1,,2,Y,N,"19"" Standard Network Cabinet"
3419,공구 세트,1,,2,Y,Y,ㄱㅗㅇㄱㅜ ㅅㅔㅌㅡ
3420,물바가지,1,,2,Y,Y,ㅁㅜㄹㅂㅏㄱㅏㅈㅣ
3421,프린터,1,,2,Y,Y,ㅍㅡㄹㅣㄴㅌㅓ
3422,온도 디지털 기록장치,1,,2,Y,Y,ㅇㅗㄴㄷㅗ ㄷㅣㅈㅣㅌㅓㄹ ㄱㅣㄹㅗㄱㅈㅏㅇㅊㅣ
3423,비이커(플라스틱),1,,2,Y,Y,ㅂㅣㅇㅣㅋㅓ(ㅍㅡㄹㄹㅏㅅㅡㅌㅣㄱ)
3424,HF RFID Card Printer,1,,2,Y,Y,HF RFID Card Printer
3425,수퍼하이락스(유한락스),1,,2,Y,N,ㅅㅜㅍㅓㅎㅏㅇㅣㄹㅏㄱㅅㅡ(ㅇㅠㅎㅏㄴㄹㅏㄱㅅㅡ)
3426,천공용 해머,1,,2,Y,Y,ㅊㅓㄴㄱㅗㅇㅇㅛㅇ ㅎㅐㅁㅓ
3427,승용차,1,,2,Y,Y,ㅅㅡㅇㅇㅛㅇㅊㅏ
3428,딱풀,1,,2,Y,Y,ㄸㅏㄱㅍㅜㄹ
3429,환자용 의자,1,,2,Y,Y,ㅎㅘㄴㅈㅏㅇㅛㅇ ㅇㅢㅈㅏ
3430,알콜온도계,1,,2,Y,Y,ㅇㅏㄹㅋㅗㄹㅇㅗㄴㄷㅗㄱㅖ
3431,강당의자,1,,2,Y,Y,ㄱㅏㅇㄷㅏㅇㅇㅢㅈㅏ
3432,Microsoft Excel,1,,2,Y,Y,Microsoft Excel
3433,도트 프린터,1,,2,Y,Y,ㄷㅗㅌㅡ ㅍㅡㄹㅣㄴㅌㅓ
2591,1 ns 이상의 양극 펄스 상승 시간( rise time)을 갖는 광전자증배관,2,2301,2,Y,Y,1 ns ㅇㅣㅅㅏㅇㅇㅢ ㅇㅑㅇㄱㅡㄱ ㅍㅓㄹㅅㅡ ㅅㅏㅇㅅㅡㅇ ㅅㅣㄱㅏㄴ( rise time)ㅇㅡㄹ ㄱㅏㅈㄴㅡㄴ ㄱㅘㅇㅈㅓㄴㅈㅏㅈㅡㅇㅂㅐㄱㅘㄴ
2592,해저 또는 항만케이블 시스템을 사용하는 수동수신용 음향데이터를 “실시간 처리”하기 위한 음향빔의 생성을 위해 전용 설계된 “소프트웨어”,2,2353,1,Y,Y,ㅎㅐㅈㅓ ㄸㅗㄴㅡㄴ ㅎㅏㅇㅁㅏㄴㅋㅔㅇㅣㅂㅡㄹ ㅅㅣㅅㅡㅌㅔㅁㅇㅡㄹ ㅅㅏㅇㅛㅇㅎㅏㄴㅡㄴ ㅅㅜㄷㅗㅇㅅㅜㅅㅣㄴㅇㅛㅇ ㅇㅡㅁㅎㅑㅇㄷㅔㅇㅣㅌㅓㄹㅡㄹ “ㅅㅣㄹㅅㅣㄱㅏㄴ ㅊㅓㄹㅣ”ㅎㅏㄱㅣ ㅇㅟㅎㅏㄴ ㅇㅡㅁㅎㅑㅇㅂㅣㅁㅇㅢ ㅅㅐㅇㅅㅓㅇㅇㅡㄹ ㅇㅟㅎㅐ ㅈㅓㄴㅇㅛㅇ ㅅㅓㄹㄱㅖㄷㅚㄴ “ㅅㅗㅍㅡㅌㅡㅇㅞㅇㅓ”
2593,출력에너지가 20J 이하인 루비 “레이저”,2,2355,3,Y,Y,ㅊㅜㄹㄹㅕㄱㅇㅔㄴㅓㅈㅣㄱㅏ 20J ㅇㅣㅎㅏㅇㅣㄴ ㄹㅜㅂㅣ “ㄹㅔㅇㅣㅈㅓ”
2594,동작주파수가 100kHz 이상,2,2315,2,Y,Y,ㄷㅗㅇㅈㅏㄱㅈㅜㅍㅏㅅㅜㄱㅏ 100kHz ㅇㅣㅅㅏㅇ
2087,다중 프로세서 컴퓨터 개발 소프트웨어,2,2066,,,Y,ㄷㅏㅈㅜㅇ ㅍㅡㄹㅗㅅㅔㅅㅓ ㅋㅓㅁㅍㅠㅌㅓ ㄱㅐㅂㅏㄹ ㅅㅗㅍㅡㅌㅡㅇㅞㅇㅓ
2089,APP (최적수행성능) 15 WT 이하인 컴퓨터의 개발 소프트웨어,3,2076,2,Y,Y,APP (ㅊㅚㅈㅓㄱㅅㅜㅎㅐㅇㅅㅓㅇㄴㅡㅇ) 15 WT ㅇㅣㅎㅏㅇㅣㄴ ㅋㅓㅁㅍㅠㅌㅓㅇㅢ ㄱㅐㅂㅏㄹ ㅅㅗㅍㅡㅌㅡㅇㅞㅇㅓ
1215,베타1 독소,3,540,1,Y,Y,ㅂㅔㅌㅏ1 ㄷㅗㄱㅅㅗ
1216,베타2 독소,3,540,1,Y,Y,ㅂㅔㅌㅏ2 ㄷㅗㄱㅅㅗ
1217,부타신,3,960,,,Y,ㅂㅜㅌㅏㅅㅣㄴ
1218,불소고분자 함량 50 wt% 이하,3,534,2,Y,Y,ㅂㅜㄹㅅㅗㄱㅗㅂㅜㄴㅈㅏ ㅎㅏㅁㄹㅑㅇ 50 wt% ㅇㅣㅎㅏ
1219,불소고분자를 50 wt% 초과하지 않음,3,388,2,Y,Y,ㅂㅜㄹㅅㅗㄱㅗㅂㅜㄴㅈㅏㄹㅡㄹ 50 wt% ㅊㅗㄱㅘㅎㅏㅈㅣ ㅇㅏㄴㅎㅇㅡㅁ
1220,불소고분자를 50 wt% 초과하지 않음,3,409,2,Y,Y,ㅂㅜㄹㅅㅗㄱㅗㅂㅜㄴㅈㅏㄹㅡㄹ 50 wt% ㅊㅗㄱㅘㅎㅏㅈㅣ ㅇㅏㄶㅇㅡㅁ
1221,불소고분자를 50 wt% 초과하지 않음,3,831,2,Y,Y,ㅂㅜㄹㅅㅗㄱㅗㅂㅜㄴㅈㅏㄹㅡㄹ 50 wt% ㅊㅗㄱㅘㅎㅏㅈㅣ ㅇㅏㄶㅇㅡㅁ
1222,불소고분자를 50 wt% 초과하지 않음,3,983,2,Y,Y,ㅂㅜㄹㅅㅗㄱㅗㅂㅜㄴㅈㅏㄹㅡㄹ 50 wt% ㅊㅗㄱㅘㅎㅏㅈㅣ ㅇㅏㄴㅎㅇㅡㅁ
1223,불소탄성중합체로 제조되지 않음,3,541,2,Y,N,ㅂㅜㄹㅅㅗㅌㅏㄴㅅㅓㅇㅈㅜㅇㅎㅏㅂㅊㅔㄹㅗ ㅈㅔㅈㅗㄷㅚㅈㅣ ㅇㅏㄶㅇㅡㅁ
1224,불소탄성중합체로 제조되지 않음,3,624,2,Y,N,ㅂㅜㄹㅅㅗㅌㅏㄴㅅㅓㅇㅈㅜㅇㅎㅏㅂㅊㅔㄹㅗ ㅈㅔㅈㅗㄷㅚㅈㅣ ㅇㅏㄶㅇㅡㅁ
1225,불소탄성중합체로 제조되지 않음,3,999,2,Y,N,ㅂㅜㄹㅅㅗㅌㅏㄴㅅㅓㅇㅈㅜㅇㅎㅏㅂㅊㅔㄹㅗ ㅈㅔㅈㅗㄷㅚㅈㅣ ㅇㅏㄶㅇㅡㅁ
1226,비대칭 디메틸히드라진 나이트레이트,3,343,1,Y,Y,ㅂㅣㄷㅐㅊㅣㅇ ㄷㅣㅁㅔㅌㅣㄹㅎㅣㄷㅡㄹㅏㅈㅣㄴ ㄴㅏㅇㅣㅌㅡㄹㅔㅇㅣㅌㅡ
3434,게이지 블록,1,,2,Y,N,ㄱㅔㅇㅣㅈㅣ ㅂㅡㄹㄹㅗㄱ
3435,절연지,1,,2,Y,Y,ㅈㅓㄹㅇㅕㄴㅈㅣ
3436,디지털 복합기,1,,2,Y,Y,ㄷㅣㅈㅣㅌㅓㄹ ㅂㅗㄱㅎㅏㅂㄱㅣ
3437,토너,1,,2,Y,Y,ㅌㅗㄴㅓ
3438,석면장갑,1,,2,Y,Y,ㅅㅓㄱㅁㅕㄴㅈㅏㅇㄱㅏㅂ
3439,보드마카,1,,2,Y,Y,ㅂㅗㄷㅡㅁㅏㅋㅏ
3440,맨홀뚜껑,1,,2,Y,Y,ㅁㅐㄴㅎㅗㄹㄸㅜㄲㅓㅇ
3441,통장프린터,1,,2,Y,Y,ㅌㅗㅇㅈㅏㅇㅍㅡㄹㅣㄴㅌㅓ
3442,PC Desk(Student),1,,2,Y,Y,PC Desk(Student)
3443,플라스틱상자,1,,2,Y,Y,ㅍㅡㄹㄹㅏㅅㅡㅌㅣㄱㅅㅏㅇㅈㅏ
3444,인조잔디,1,,2,Y,Y,ㅇㅣㄴㅈㅗㅈㅏㄴㄷㅣ
3445,삼파장 전구,1,,2,Y,Y,ㅅㅏㅁㅍㅏㅈㅏㅇ ㅈㅓㄴㄱㅜ
3446,탁상용 계산기,1,,2,Y,Y,ㅌㅏㄱㅅㅏㅇㅇㅛㅇ ㄱㅖㅅㅏㄴㄱㅣ
3447,소형 화물차량,1,,2,Y,Y,ㅅㅗㅎㅕㅇ ㅎㅘㅁㅜㄹㅊㅏㄹㅑㅇ
3448,안전장화,1,,2,Y,N,ㅇㅏㄴㅈㅓㄴㅈㅏㅇㅎㅘ
3449,안전각반,1,,2,Y,Y,ㅇㅏㄴㅈㅓㄴㄱㅏㄱㅂㅏㄴ
3450,휴대폰 배터리용 라벨,1,,2,Y,Y,ㅎㅠㄷㅐㅍㅗㄴ ㅂㅐㅌㅓㄹㅣㅇㅛㅇ ㄹㅏㅂㅔㄹ
3451,Humidity Transmitter,1,,2,Y,Y,Humidity Transmitter
3452,덕트 온도센서,1,,2,Y,Y,ㄷㅓㄱㅌㅡ ㅇㅗㄴㄷㅗㅅㅔㄴㅅㅓ
3453,수정테이프,1,,2,Y,Y,ㅅㅜㅈㅓㅇㅌㅔㅇㅣㅍㅡ
3454,무정전 전원공급장치,1,,2,Y,Y,ㅁㅜㅈㅓㅇㅈㅓㄴ ㅈㅓㄴㅇㅝㄴㄱㅗㅇㄱㅡㅂㅈㅏㅇㅊㅣ
3455,보안경,1,,2,Y,Y,ㅂㅗㅇㅏㄴㄱㅕㅇ
3456,민간항공기용 타이어,1,,2,Y,Y,ㅁㅣㄴㄱㅏㄴㅎㅏㅇㄱㅗㅇㄱㅣㅇㅛㅇ ㅌㅏㅇㅣㅇㅓ
3457,식당 테이블,1,,2,Y,Y,ㅅㅣㄱㄷㅏㅇ ㅌㅔㅇㅣㅂㅡㄹ
3458,랜턴(충전식),1,,2,Y,Y,ㄹㅐㄴㅌㅓㄴ(ㅊㅜㅇㅈㅓㄴㅅㅣㄱ)
536,미생물의 병원성과 연관된 핵산 서열을 포함하는 유전적으로 변형된 미생물 또는 유전적 성분,2,60,1,Y,Y,ㅁㅣㅅㅐㅇㅁㅜㄹㅇㅢ ㅂㅕㅇㅇㅝㄴㅅㅓㅇㄱㅘ ㅇㅕㄴㄱㅘㄴㄷㅚㄴ ㅎㅐㄱㅅㅏㄴ ㅅㅓㅇㅕㄹㅇㅡㄹ ㅍㅗㅎㅏㅁㅎㅏㄴㅡㄴ ㅇㅠㅈㅓㄴㅈㅓㄱㅇㅡㄹㅗ ㅂㅕㄴㅎㅕㅇㄷㅚㄴ ㅁㅣㅅㅐㅇㅁㅜㄹ ㄸㅗㄴㅡㄴ ㅇㅠㅈㅓㄴㅈㅓㄱ ㅅㅓㅇㅂㅜㄴ
537,도열병균,2,69,,,Y,ㄷㅗㅇㅕㄹㅂㅕㅇㄱㅠㄴ
3471,플라스틱 박스,1,,2,Y,Y,ㅍㅡㄹㄹㅏㅅㅡㅌㅣㄱ ㅂㅏㄱㅅㅡ
3472,콘테이너,1,,2,Y,Y,ㅋㅗㄴㅌㅔㅇㅣㄴㅓ
3473,캐비닛 랙,1,,2,Y,Y,ㅋㅐㅂㅣㄴㅣㅅ ㄹㅐㄱ
3474,약수저,1,,2,Y,Y,ㅇㅑㄱㅅㅜㅈㅓ
3475,가습기,1,,2,Y,Y,ㄱㅏㅅㅡㅂㄱㅣ
3476,판넬,1,,2,Y,N,ㅍㅏㄴㄴㅔㄹ
3477,대형 승용차,1,,2,Y,Y,ㄷㅐㅎㅕㅇ ㅅㅡㅇㅇㅛㅇㅊㅏ
3478,삼각플라스크,1,,2,Y,Y,ㅅㅏㅁㄱㅏㄱㅍㅡㄹㄹㅏㅅㅡㅋㅡ
3479,콘센트,1,,2,Y,Y,ㅋㅗㄴㅅㅔㄴㅌㅡ
3480,유선 마이크,1,,2,Y,Y,ㅇㅠㅅㅓㄴ ㅁㅏㅇㅣㅋㅡ
3481,온도 센서,1,,2,Y,Y,ㅇㅗㄴㄷㅗ ㅅㅔㄴㅅㅓ
3482,생리통 완화기 ),1,,2,Y,Y,ㅅㅐㅇㄹㅣㅌㅗㅇ ㅇㅘㄴㅎㅘㄱㅣ )
3483,충전임팩드라이버렌치,1,,2,Y,Y,ㅊㅜㅇㅈㅓㄴㅇㅣㅁㅍㅐㄱㄷㅡㄹㅏㅇㅣㅂㅓㄹㅔㄴㅊㅣ
3484,교회 십자가,1,,2,Y,Y,ㄱㅛㅎㅚ ㅅㅣㅂㅈㅏㄱㅏ
3485,GOLF BALL,1,,2,Y,Y,GOLF BALL
1241,비행기 또는 우주선의 구조물용이나 엔진용도 아님,3,698,2,Y,N,ㅂㅣㅎㅐㅇㄱㅣ ㄸㅗㄴㅡㄴ ㅇㅜㅈㅜㅅㅓㄴㅇㅢ ㄱㅜㅈㅗㅁㅜㄹㅇㅛㅇㅇㅣㄴㅏ ㅇㅔㄴㅈㅣㄴㅇㅛㅇㄷㅗ ㅇㅏㄴㅣㅁ
1242,비행기 또는 우주선의 구조물용이나 엔진용도 아님,3,723,2,Y,Y,ㅂㅣㅎㅐㅇㄱㅣ ㄸㅗㄴㅡㄴ ㅇㅜㅈㅜㅅㅓㄴㅇㅢ ㄱㅜㅈㅗㅁㅜㄹㅇㅛㅇㅇㅣㄴㅏ ㅇㅔㄴㅈㅣㄴㅇㅛㅇㄷㅗ ㅇㅏㄴㅣㅁ
1243,비행기 또는 우주선의 구조물용이나 엔진용도 아님,3,923,2,Y,Y,ㅂㅣㅎㅐㅇㄱㅣ ㄸㅗㄴㅡㄴ ㅇㅜㅈㅜㅅㅓㄴㅇㅢ ㄱㅜㅈㅗㅁㅜㄹㅇㅛㅇㅇㅣㄴㅏ ㅇㅔㄴㅈㅣㄴㅇㅛㅇㄷㅗ ㅇㅏㄴㅣㅁ
1244,비행기 또는 우주선의 구조물용이나 엔진용도 아님,3,1006,2,Y,Y,ㅂㅣㅎㅐㅇㄱㅣ ㄸㅗㄴㅡㄴ ㅇㅜㅈㅜㅅㅓㄴㅇㅢ ㄱㅜㅈㅗㅁㅜㄹㅇㅛㅇㅇㅣㄴㅏ ㅇㅔㄴㅈㅣㄴㅇㅛㅇㄷㅗ ㅇㅏㄴㅣㅁ
1245,사거리 300km 이하,3,973,2,Y,Y,ㅅㅏㄱㅓㄹㅣ 300km ㅇㅣㅎㅏ
1246,"섬유 인장 크립 저항성이 100시간 동안 1,000°C, 100㎫의 하중에서 1%이상 크리프 변형(creep strain)을 하는 것",3,746,3,Y,N,"ㅅㅓㅁㅇㅠ ㅇㅣㄴㅈㅏㅇ ㅋㅡㄹㅣㅂ ㅈㅓㅎㅏㅇㅅㅓㅇㅇㅣ 100ㅅㅣㄱㅏㄴ ㄷㅗㅇㅇㅏㄴ 1,000°C, 100㎫ㅇㅢ ㅎㅏㅈㅜㅇㅇㅔㅅㅓ 1%ㅇㅣㅅㅏㅇ ㅋㅡㄹㅣㅍㅡ ㅂㅕㄴㅎㅕㅇ(creep strain)ㅇㅡㄹ ㅎㅏㄴㅡㄴ ㄱㅓㅅ"
1247,섬유연신 장비 불포함,3,501,2,Y,Y,ㅅㅓㅁㅇㅠㅇㅕㄴㅅㅣㄴ ㅈㅏㅇㅂㅣ ㅂㅜㄹㅍㅗㅎㅏㅁ
1248,섬유연신 장비 불포함,3,980,2,Y,Y,ㅅㅓㅁㅇㅠㅇㅕㄴㅅㅣㄴ ㅈㅏㅇㅂㅣ ㅂㅜㄹㅍㅗㅎㅏㅁ
1249,섬유의 비탄성률 2.54×10^6m 이하,3,431,2,Y,N,ㅅㅓㅁㅇㅠㅇㅢ ㅂㅣㅌㅏㄴㅅㅓㅇㄹㅠㄹ 2.54×10^6m ㅇㅣㅎㅏ
1250,수산화 이온(OH-) 농도 5ppm 이상,3,850,2,Y,Y,ㅅㅜㅅㅏㄴㅎㅘ ㅇㅣㅇㅗㄴ(OH-) ㄴㅗㅇㄷㅗ 5ppm ㅇㅣㅅㅏㅇ
1251,수은 또는 리튬 아말감 펌프,3,964,1,Y,Y,ㅅㅜㅇㅡㄴ ㄸㅗㄴㅡㄴ ㄹㅣㅌㅠㅁ ㅇㅏㅁㅏㄹㄱㅏㅁ ㅍㅓㅁㅍㅡ
3628,리무버,1,,2,Y,N,ㄹㅣㅁㅜㅂㅓ
3629,대형화물(19톤),1,,2,Y,Y,ㄷㅐㅎㅕㅇㅎㅘㅁㅜㄹ(19ㅌㅗㄴ)
3630,평화 K- 3공펀치,1,,2,Y,Y,ㅍㅕㅇㅎㅘ K- 3ㄱㅗㅇㅍㅓㄴㅊㅣ
3631,온습도계,1,,2,Y,Y,ㅇㅗㄴㅅㅡㅂㄷㅗㄱㅖ
3632,스크린,1,,2,Y,Y,ㅅㅡㅋㅡㄹㅣㄴ
2656,"""평균출력전력""이 1W이하인 엑시머(Excimer) “레이저”",2,2355,2,Y,Y,"""ㅍㅕㅇㄱㅠㄴㅊㅜㄹㄹㅕㄱㅈㅓㄴㄹㅕㄱ""ㅇㅣ 1Wㅇㅣㅎㅏㅇㅣㄴ ㅇㅔㄱㅅㅣㅁㅓ(Excimer) “ㄹㅔㅇㅣㅈㅓ”"
2657,깊이 100m 이하 동작,2,2317,2,Y,Y,ㄱㅣㅍㅇㅣ 100m ㅇㅣㅎㅏ ㄷㅗㅇㅈㅏㄱ
1534,기어 가공,1,,,,Y,ㄱㅣㅇㅓ ㄱㅏㄱㅗㅇ
1535,유동성형기,1,,,,Y,ㅇㅠㄷㅗㅇㅅㅓㅇㅎㅕㅇㄱㅣ
1536,"감지카트리지, 독성가스용",1,,,,Y,"ㄱㅏㅁㅈㅣㅋㅏㅌㅡㄹㅣㅈㅣ, ㄷㅗㄱㅅㅓㅇㄱㅏㅅㅡㅇㅛㅇ"
1537,"로봇, 폭발성 군수품 환경 처리",1,,,,Y,"ㄹㅗㅂㅗㅅ, ㅍㅗㄱㅂㅏㄹㅅㅓㅇ ㄱㅜㄴㅅㅜㅍㅜㅁ ㅎㅘㄴㄱㅕㅇ ㅊㅓㄹㅣ"
1538,열교환기 및 콘덴서,1,,,,Y,ㅇㅕㄹㄱㅛㅎㅘㄴㄱㅣ ㅁㅣㅊ ㅋㅗㄴㄷㅔㄴㅅㅓ
1539,이온주입생산장비,1,,,,Y,ㅇㅣㅇㅗㄴㅈㅜㅇㅣㅂㅅㅐㅇㅅㅏㄴㅈㅏㅇㅂㅣ
1540,"로봇, 고 고도용 특수 설계",1,,,,Y,"ㄹㅗㅂㅗㅅ, ㄱㅗ ㄱㅗㄷㅗㅇㅛㅇ ㅌㅡㄱㅅㅜ ㅅㅓㄹㄱㅖ"
1541,스퍼터증착장비,1,,,,Y,ㅅㅡㅍㅓㅌㅓㅈㅡㅇㅊㅏㄱㅈㅏㅇㅂㅣ
1542,화학물질 제조장비,1,,,,Y,ㅎㅘㅎㅏㄱㅁㅜㄹㅈㅣㄹ ㅈㅔㅈㅗㅈㅏㅇㅂㅣ
1543,레이저 센서,1,,,,Y,ㄹㅔㅇㅣㅈㅓ ㅅㅔㄴㅅㅓ
1544,유동성형기계,1,,,,Y,ㅇㅠㄷㅗㅇㅅㅓㅇㅎㅕㅇㄱㅣㄱㅖ
1545,충전장비,1,,,,Y,ㅊㅜㅇㅈㅓㄴㅈㅏㅇㅂㅣ
1546,금속용융로 및 주조로,1,,,,Y,ㄱㅡㅁㅅㅗㄱㅇㅛㅇㅇㅠㅇㄹㅗ ㅁㅣㅊ ㅈㅜㅈㅗㄹㅗ
1547,정수압 프레스 사용 소프트웨어,1,,,,Y,ㅈㅓㅇㅅㅜㅇㅏㅂ ㅍㅡㄹㅔㅅㅡ ㅅㅏㅇㅛㅇ ㅅㅗㅍㅡㅌㅡㅇㅞㅇㅓ
849,순도 97 wt% 미만,2,284,2,Y,Y,ㅅㅜㄴㄷㅗ 97 wt% ㅁㅣㅁㅏㄴ
850,플루오르화하프늄,2,164,,,Y,ㅍㅡㄹㄹㅜㅇㅗㄹㅡㅎㅘㅎㅏㅍㅡㄴㅠㅁ
851,라듐-226 합금 제조물,2,194,1,Y,Y,ㄹㅏㄷㅠㅁ-226 ㅎㅏㅂㄱㅡㅁ ㅈㅔㅈㅗㅁㅜㄹ
852,운용 혹은 유지를 위해 설계되거나 개조된 소프트웨어,2,105,,,Y,ㅇㅜㄴㅇㅛㅇ ㅎㅗㄱㅇㅡㄴ ㅇㅠㅈㅣㄹㅡㄹ ㅇㅟㅎㅐ ㅅㅓㄹㄱㅖㄷㅚㄱㅓㄴㅏ ㄱㅐㅈㅗㄷㅚㄴ ㅅㅗㅍㅡㅌㅡㅇㅞㅇㅓ
853,컨테이너,2,96,,,Y,ㅋㅓㄴㅌㅔㅇㅣㄴㅓ
854,아인슈타이늄 254 물질 포함하는 제품 또는 장치,2,191,,,Y,ㅇㅏㅇㅣㄴㅅㅠㅌㅏㅇㅣㄴㅠㅁ 254 ㅁㅜㄹㅈㅣㄹ ㅍㅗㅎㅏㅁㅎㅏㄴㅡㄴ ㅈㅔㅍㅜㅁ ㄸㅗㄴㅡㄴ ㅈㅏㅇㅊㅣ
855,유체에너지 분쇄기 부품,2,305,,,Y,ㅇㅠㅊㅔㅇㅔㄴㅓㅈㅣ ㅂㅜㄴㅅㅙㄱㅣ ㅂㅜㅍㅜㅁ
856,시안화 수소(74-90-8),2,327,,,Y,ㅅㅣㅇㅏㄴㅎㅘ ㅅㅜㅅㅗ(74-90-8)
858,하프늄 화합물 부산물,2,164,,,Y,ㅎㅏㅍㅡㄴㅠㅁ ㅎㅘㅎㅏㅂㅁㅜㄹ ㅂㅜㅅㅏㄴㅁㅜㄹ
