키워드순번,품목키워드,키워드레벨,상위키워드순번,판정결과코드,종결여부,사용여부,자동완성용키워드
859,하프늄 화합물 제품,2,164,,,Y,ㅎㅏㅍㅡㄴㅠㅁ ㅎㅘㅎㅏㅂㅁㅜㄹ ㅈㅔㅍㅜㅁ
861,알킬페닐렌 에테르 및 혼합물,2,339,,,Y,ㅇㅏㄹㅋㅣㄹㅍㅔㄴㅣㄹㄹㅔㄴ ㅇㅔㅌㅔㄹㅡ ㅁㅣㅊ ㅎㅗㄴㅎㅏㅂㅁㅜㄹ
862,베릴륨 화합물 부산물,2,199,,,Y,ㅂㅔㄹㅣㄹㄹㅠㅁ ㅎㅘㅎㅏㅂㅁㅜㄹ ㅂㅜㅅㅏㄴㅁㅜㄹ
863,"할로겐, 산소 또는 질소 중 하나 이상이 함유",2,270,,,Y,"ㅎㅏㄹㄹㅗㄱㅔㄴ, ㅅㅏㄴㅅㅗ ㄸㅗㄴㅡㄴ ㅈㅣㄹㅅㅗ ㅈㅜㅇ ㅎㅏㄴㅏ ㅇㅣㅅㅏㅇㅇㅣ ㅎㅏㅁㅇㅠ"
864,라듐-226 화합물 제품 또는 장치,2,194,1,Y,Y,ㄹㅏㄷㅠㅁ-226 ㅎㅘㅎㅏㅂㅁㅜㄹ ㅈㅔㅍㅜㅁ ㄸㅗㄴㅡㄴ ㅈㅏㅇㅊㅣ
865,"탄화붕소의 생산, 취급, 성능합격시험에 관한 장비",2,197,3,Y,Y,"ㅌㅏㄴㅎㅘㅂㅜㅇㅅㅗㅇㅢ ㅅㅐㅇㅅㅏㄴ, ㅊㅟㄱㅡㅂ, ㅅㅓㅇㄴㅡㅇㅎㅏㅂㄱㅕㄱㅅㅣㅎㅓㅁㅇㅔ ㄱㅘㄴㅎㅏㄴ ㅈㅏㅇㅂㅣ"
866,캘리포늄 253 물질 포함하는 제품 또는 장치,2,191,,,Y,ㅋㅐㄹㄹㅣㅍㅗㄴㅠㅁ 253 ㅁㅜㄹㅈㅣㄹ ㅍㅗㅎㅏㅁㅎㅏㄴㅡㄴ ㅈㅔㅍㅜㅁ ㄸㅗㄴㅡㄴ ㅈㅏㅇㅊㅣ
867,함량 30 wt% 이하 화학혼합물,2,38,2,Y,Y,ㅎㅏㅁㄹㅑㅇ 30 wt% ㅇㅣㅎㅏ ㅎㅘㅎㅏㄱㅎㅗㄴㅎㅏㅂㅁㅜㄹ
146,디에틸 메틸포스포나이트,1,,,,Y,ㄷㅣㅇㅔㅌㅣㄹ ㅁㅔㅌㅣㄹㅍㅗㅅㅡㅍㅗㄴㅏㅇㅣㅌㅡ
147,안데스 바이러스,1,,1,Y,Y,ㅇㅏㄴㄷㅔㅅㅡ ㅂㅏㅇㅣㄹㅓㅅㅡ
148,방향족 폴리이미드,1,,,,Y,ㅂㅏㅇㅎㅑㅇㅈㅗㄱ ㅍㅗㄹㄹㅣㅇㅣㅁㅣㄷㅡ
149,시안화칼륨,1,,,,Y,ㅅㅣㅇㅏㄴㅎㅘㅋㅏㄹㄹㅠㅁ
150,에틸 포스피닐 디클로라이드,1,,,,Y,ㅇㅔㅌㅣㄹ ㅍㅗㅅㅡㅍㅣㄴㅣㄹ ㄷㅣㅋㅡㄹㄹㅗㄹㅏㅇㅣㄷㅡ
151,디메틸아민 하이드로클로라이드,1,,,,Y,ㄷㅣㅁㅔㅌㅣㄹㅇㅏㅁㅣㄴ ㅎㅏㅇㅣㄷㅡㄹㅗㅋㅡㄹㄹㅗㄹㅏㅇㅣㄷㅡ
152,"N,N-디메틸 아미노에틸-2-클로라이드에 상응하는 수소화 염",1,,,,Y,"N,N-ㄷㅣㅁㅔㅌㅣㄹ ㅇㅏㅁㅣㄴㅗㅇㅔㅌㅣㄹ-2-ㅋㅡㄹㄹㅗㄹㅏㅇㅣㄷㅡㅇㅔ ㅅㅏㅇㅇㅡㅇㅎㅏㄴㅡㄴ ㅅㅜㅅㅗㅎㅘ ㅇㅕㅁ"
153,비가용성 방향족 폴리이미드 제조품,1,,,,Y,ㅂㅣㄱㅏㅇㅛㅇㅅㅓㅇ ㅂㅏㅇㅎㅑㅇㅈㅗㄱ ㅍㅗㄹㄹㅣㅇㅣㅁㅣㄷㅡ ㅈㅔㅈㅗㅍㅜㅁ
154,복어 독소,1,,1,Y,Y,ㅂㅗㄱㅇㅓ ㄷㅗㄱㅅㅗ
155,아미톤(CAS : 78-53-5),1,,,,Y,ㅇㅏㅁㅣㅌㅗㄴ(CAS : 78-53-5)
156,루요 바이러스,1,,1,Y,Y,ㄹㅜㅇㅛ ㅂㅏㅇㅣㄹㅓㅅㅡ
157,흑연,1,,,,Y,ㅎㅡㄱㅇㅕㄴ
158,콜레라균,1,,1,Y,Y,ㅋㅗㄹㄹㅔㄹㅏㄱㅠㄴ
159,"디에틸 N,N-디메틸포스포스포라미데이트",1,,,,Y,"ㄷㅣㅇㅔㅌㅣㄹ N,N-ㄷㅣㅁㅔㅌㅣㄹㅍㅗㅅㅡㅍㅗㅅㅡㅍㅗㄹㅏㅁㅣㄷㅔㅇㅣㅌㅡ"
160,베네주엘라 마 뇌염 바이러스,1,,1,Y,Y,ㅂㅔㄴㅔㅈㅜㅇㅔㄹㄹㅏ ㅁㅏ ㄴㅚㅇㅕㅁ ㅂㅏㅇㅣㄹㅓㅅㅡ
161,비스무스,1,,,,Y,ㅂㅣㅅㅡㅁㅜㅅㅡ
162,에틸 포스포닐 디클로라이드,1,,,,Y,ㅇㅔㅌㅣㄹ ㅍㅗㅅㅡㅍㅗㄴㅣㄹ ㄷㅣㅋㅡㄹㄹㅗㄹㅏㅇㅣㄷㅡ
163,절단기,1,,,,Y,ㅈㅓㄹㄷㅏㄴㄱㅣ
164,하프늄,1,,,,Y,ㅎㅏㅍㅡㄴㅠㅁ
165,보툴리눔 독소,1,,1,Y,Y,ㅂㅗㅌㅜㄹㄹㅣㄴㅜㅁ ㄷㅗㄱㅅㅗ
166,"N,N-디노르말-프로필 아미노에틸-2-클로라이드",1,,,,Y,"N,N-ㄷㅣㄴㅗㄹㅡㅁㅏㄹ-ㅍㅡㄹㅗㅍㅣㄹ ㅇㅏㅁㅣㄴㅗㅇㅔㅌㅣㄹ-2-ㅋㅡㄹㄹㅗㄹㅏㅇㅣㄷㅡ"
167,독성화학작용제 전구체용 화학물질,1,,,,Y,ㄷㅗㄱㅅㅓㅇㅎㅘㅎㅏㄱㅈㅏㄱㅇㅛㅇㅈㅔ ㅈㅓㄴㄱㅜㅊㅔㅇㅛㅇ ㅎㅘㅎㅏㄱㅁㅜㄹㅈㅣㄹ
4408,테스트,2,255,3,Y,N,ㅌㅔㅅㅡㅌㅡ
4412,화생방 방호를 위해 전용설계 또는 수정된 방호복,3,944,,,Y,ㅎㅘㅅㅐㅇㅂㅏㅇ ㅂㅏㅇㅎㅗㄹㅡㄹ ㅇㅟㅎㅐ ㅈㅓㄴㅇㅛㅇㅅㅓㄹㄱㅖ ㄸㅗㄴㅡㄴ ㅅㅜㅈㅓㅇㄷㅚㄴ ㅂㅏㅇㅎㅗㅂㅗㄱ
4413,화생방 방호를 위해 전용설계 또는 수정된 방호복,3,4412,,,Y,ㅎㅘㅅㅐㅇㅂㅏㅇ ㅂㅏㅇㅎㅗㄹㅡㄹ ㅇㅟㅎㅐ ㅈㅓㄴㅇㅛㅇㅅㅓㄹㄱㅖ ㄸㅗㄴㅡㄴ ㅅㅜㅈㅓㅇㄷㅚㄴ ㅂㅏㅇㅎㅗㅂㅗㄱ
3866,500MHz 이하의 주파수 대역폭,2,3865,2,,N,500MHz ㅇㅣㅎㅏㅇㅢ ㅈㅜㅍㅏㅅㅜ ㄷㅐㅇㅕㄱㅍㅗㄱ
3910,new node33,2,3909,,,Y,new node33
3911,RSA,2,3910,,,Y,RSA
3912,RSA,2,3911,1,Y,Y,RSA
3913,RSA,2,3909,1,Y,N,RSA
2595,펄스당 출력 에너지가 50 J이하인 비반복성 펄스형 Nd:유리 “레이저”,2,2355,2,Y,Y,ㅍㅓㄹㅅㅡㄷㅏㅇ ㅊㅜㄹㄹㅕㄱ ㅇㅔㄴㅓㅈㅣㄱㅏ 50 Jㅇㅣㅎㅏㅇㅣㄴ ㅂㅣㅂㅏㄴㅂㅗㄱㅅㅓㅇ ㅍㅓㄹㅅㅡㅎㅕㅇ Nd:ㅇㅠㄹㅣ “ㄹㅔㅇㅣㅈㅓ”
2596,우주용,2,2328,1,Y,Y,ㅇㅜㅈㅜㅇㅛㅇ
2597,우주 발사체 또는 9A104에 명시된 관측용 로켓 사용을 위해 설계되거나 개조,2,2340,1,Y,Y,ㅇㅜㅈㅜ ㅂㅏㄹㅅㅏㅊㅔ ㄸㅗㄴㅡㄴ 9A104ㅇㅔ ㅁㅕㅇㅅㅣㄷㅚㄴ ㄱㅘㄴㅊㅡㄱㅇㅛㅇ ㄹㅗㅋㅔㅅ ㅅㅏㅇㅛㅇㅇㅡㄹ ㅇㅟㅎㅐ ㅅㅓㄹㄱㅖㄷㅚㄱㅓㄴㅏ ㄱㅐㅈㅗ
2598,"10m rms@1,000m 보다 큰 위치정밀도",2,2354,2,Y,Y,"10m rms@1,000m ㅂㅗㄷㅏ ㅋㅡㄴ ㅇㅟㅊㅣㅈㅓㅇㅁㅣㄹㄷㅗ"
2599,“단일 스펙트럼 영상센서” 및 “다중 스펙트럼 영상센서,2,2330,,,Y,“ㄷㅏㄴㅇㅣㄹ ㅅㅡㅍㅔㄱㅌㅡㄹㅓㅁ ㅇㅕㅇㅅㅏㅇㅅㅔㄴㅅㅓ” ㅁㅣㅊ “ㄷㅏㅈㅜㅇ ㅅㅡㅍㅔㄱㅌㅡㄹㅓㅁ ㅇㅕㅇㅅㅏㅇㅅㅔㄴㅅㅓ
2600,총 방사량 5x10^5 rads (Si) 이상의 방사선에 견딜 수 없도록 설계,2,2326,2,Y,Y,ㅊㅗㅇ ㅂㅏㅇㅅㅏㄹㅑㅇ 5x10^5 rads (Si) ㅇㅣㅅㅏㅇㅇㅢ ㅂㅏㅇㅅㅏㅅㅓㄴㅇㅔ ㄱㅕㄴㄷㅣㄹ ㅅㅜ ㅇㅓㅄㄷㅗㄹㅗㄱ ㅅㅓㄹㄱㅖ
2601,"능동 광학 조리개의 크기가 10 mm이하인 ""변형 가능 거울 (Deformable mirrors)""",2,2325,2,Y,Y,"ㄴㅡㅇㄷㅗㅇ ㄱㅘㅇㅎㅏㄱ ㅈㅗㄹㅣㄱㅐㅇㅢ ㅋㅡㄱㅣㄱㅏ 10 mmㅇㅣㅎㅏㅇㅣㄴ ""ㅂㅕㄴㅎㅕㅇ ㄱㅏㄴㅡㅇ ㄱㅓㅇㅜㄹ (Deformable mirrors)"""
295,음파특성(흔적),1,,,,Y,ㅇㅡㅁㅍㅏㅌㅡㄱㅅㅓㅇ(ㅎㅡㄴㅈㅓㄱ)
296,아프리카돼지열 바이러스,1,,1,Y,Y,ㅇㅏㅍㅡㄹㅣㅋㅏㄷㅙㅈㅣㅇㅕㄹ ㅂㅏㅇㅣㄹㅓㅅㅡ
297,"N,N-디메틸 아미노에탄-2-올에 상응하는 수소화 염",1,,,,Y,"N,N-ㄷㅣㅁㅔㅌㅣㄹ ㅇㅏㅁㅣㄴㅗㅇㅔㅌㅏㄴ-2-ㅇㅗㄹㅇㅔ ㅅㅏㅇㅇㅡㅇㅎㅏㄴㅡㄴ ㅅㅜㅅㅗㅎㅘ ㅇㅕㅁ"
298,산양두 바이러스,1,,1,Y,Y,ㅅㅏㄴㅇㅑㅇㄷㅜ ㅂㅏㅇㅣㄹㅓㅅㅡ
3941,은행업무와 금전거래 전용,2,3917,3,Y,N,ㅇㅡㄴㅎㅐㅇㅇㅓㅂㅁㅜㅇㅘ ㄱㅡㅁㅈㅓㄴㄱㅓㄹㅐ ㅈㅓㄴㅇㅛㅇ
3942,무선통신의 최대 유효범위 400M 미만이고 종단간 암호화 기능이 불가능한 무선전화기,2,3917,3,,N,ㅁㅜㅅㅓㄴㅌㅗㅇㅅㅣㄴㅇㅢ ㅊㅚㄷㅐ ㅇㅠㅎㅛㅂㅓㅁㅇㅟ 400M ㅁㅣㅁㅏㄴㅇㅣㄱㅗ ㅈㅗㅇㄷㅏㄴㄱㅏㄴ ㅇㅏㅁㅎㅗㅎㅘ ㄱㅣㄴㅡㅇㅇㅣ ㅂㅜㄹㄱㅏㄴㅡㅇㅎㅏㄴ ㅁㅜㅅㅓㄴㅈㅓㄴㅎㅘㄱㅣ
3930,전자서명에만 암호기능 사용,2,3917,3,Y,N,ㅈㅓㄴㅈㅏㅅㅓㅁㅕㅇㅇㅔㅁㅏㄴ ㅇㅏㅁㅎㅗㄱㅣㄴㅡㅇ ㅅㅏㅇㅛㅇ
3931,복사방지 소프트웨어의 실행에만 암호기능 사용,2,3917,3,Y,N,ㅂㅗㄱㅅㅏㅂㅏㅇㅈㅣ ㅅㅗㅍㅡㅌㅡㅇㅞㅇㅓㅇㅢ ㅅㅣㄹㅎㅐㅇㅇㅔㅁㅏㄴ ㅇㅏㅁㅎㅗㄱㅣㄴㅡㅇ ㅅㅏㅇㅛㅇ
3939,"토큰동전, 전자여권",3,3938,3,Y,N,"ㅌㅗㅋㅡㄴㄷㅗㅇㅈㅓㄴ, ㅈㅓㄴㅈㅏㅇㅕㄱㅝㄴ"
3948,"암호 표준으로 구현된 정보 보안 기능이 OAM목적으로만 사용되는 라우터, 스위치, 릴레이",2,3917,3,Y,N,"ㅇㅏㅁㅎㅗ ㅍㅛㅈㅜㄴㅇㅡㄹㅗ ㄱㅜㅎㅕㄴㄷㅚㄴ ㅈㅓㅇㅂㅗ ㅂㅗㅇㅏㄴ ㄱㅣㄴㅡㅇㅇㅣ OAMㅁㅗㄱㅈㅓㄱㅇㅡㄹㅗㅁㅏㄴ ㅅㅏㅇㅛㅇㄷㅚㄴㅡㄴ ㄹㅏㅇㅜㅌㅓ, ㅅㅡㅇㅟㅊㅣ, ㄹㅣㄹㄹㅔㅇㅣ"
2378,"760nm를 초과하는 파장에서 최대""복사감도""가 10mA/W 미만이 되도록 제한적으로 설계된 ""초점면배열""",2,2327,3,Y,Y,"760nmㄹㅡㄹ ㅊㅗㄱㅘㅎㅏㄴㅡㄴ ㅍㅏㅈㅏㅇㅇㅔㅅㅓ ㅊㅚㄷㅐ""ㅂㅗㄱㅅㅏㄱㅏㅁㄷㅗ""ㄱㅏ 10mA/W ㅁㅣㅁㅏㄴㅇㅣ ㄷㅚㄷㅗㄹㅗㄱ ㅈㅔㅎㅏㄴㅈㅓㄱㅇㅡㄹㅗ ㅅㅓㄹㄱㅖㄷㅚㄴ ""ㅊㅗㅈㅓㅁㅁㅕㄴㅂㅐㅇㅕㄹ"""
2379,3가 글리신 황산염(Triglycine sulphate)과 그 변형물을 사용한 초전기 탐지기,2,2327,3,Y,Y,3ㄱㅏ ㄱㅡㄹㄹㅣㅅㅣㄴ ㅎㅘㅇㅅㅏㄴㅇㅕㅁ(Triglycine sulphate)ㄱㅘ ㄱㅡ ㅂㅕㄴㅎㅕㅇㅁㅜㄹㅇㅡㄹ ㅅㅏㅇㅛㅇㅎㅏㄴ ㅊㅗㅈㅓㄴㄱㅣ ㅌㅏㅁㅈㅣㄱㅣ
2380,한 분야의 응용을 위해 제한적으로 설계된 영상 카메라,2,2293,3,Y,Y,ㅎㅏㄴ ㅂㅜㄴㅇㅑㅇㅢ ㅇㅡㅇㅇㅛㅇㅇㅡㄹ ㅇㅟㅎㅐ ㅈㅔㅎㅏㄴㅈㅓㄱㅇㅡㄹㅗ ㅅㅓㄹㄱㅖㄷㅚㄴ ㅇㅕㅇㅅㅏㅇ ㅋㅏㅁㅔㄹㅏ
2381,수심측정 분해능 2초과,2,2304,2,Y,Y,ㅅㅜㅅㅣㅁㅊㅡㄱㅈㅓㅇ ㅂㅜㄴㅎㅐㄴㅡㅇ 2ㅊㅗㄱㅘ
2382,"10nm미만, 300nm초과의 파장범위",2,2294,2,Y,Y,"10nmㅁㅣㅁㅏㄴ, 300nmㅊㅗㄱㅘㅇㅢ ㅍㅏㅈㅏㅇㅂㅓㅁㅇㅟ"
2383,시추공 센싱 시스템용 밀봉된 센싱용 광섬유,2,2349,3,Y,Y,ㅅㅣㅊㅜㄱㅗㅇ ㅅㅔㄴㅅㅣㅇ ㅅㅣㅅㅡㅌㅔㅁㅇㅛㅇ ㅁㅣㄹㅂㅗㅇㄷㅚㄴ ㅅㅔㄴㅅㅣㅇㅇㅛㅇ ㄱㅘㅇㅅㅓㅁㅇㅠ
2384,40W 미만의 평균 출력전력의 것,2,2309,2,Y,Y,40W ㅁㅣㅁㅏㄴㅇㅢ ㅍㅕㅇㄱㅠㄴ ㅊㅜㄹㄹㅕㄱㅈㅓㄴㄹㅕㄱㅇㅢ ㄱㅓㅅ
2385,"프레넬(Fresnel, OHP용 렌즈), flyeye(조명용 렌즈), stripe(줄무늬형 렌즈), 프리즘 또는 굴절 광학요소",2,2308,3,Y,Y,"ㅍㅡㄹㅔㄴㅔㄹ(Fresnel, OHPㅇㅛㅇ ㄹㅔㄴㅈㅡ), flyeye(ㅈㅗㅁㅕㅇㅇㅛㅇ ㄹㅔㄴㅈㅡ), stripe(ㅈㅜㄹㅁㅜㄴㅢㅎㅕㅇ ㄹㅔㄴㅈㅡ), ㅍㅡㄹㅣㅈㅡㅁ ㄸㅗㄴㅡㄴ ㄱㅜㄹㅈㅓㄹ ㄱㅘㅇㅎㅏㄱㅇㅛㅅㅗ"
2386,"1,000m 이내의 수심에서 작동",2,2311,2,Y,Y,"1,000m ㅇㅣㄴㅐㅇㅢ ㅅㅜㅅㅣㅁㅇㅔㅅㅓ ㅈㅏㄱㄷㅗㅇ"
2387,"최대""복사감도""가 15mA/W이하인 ""Ⅲ/Ⅴ 화합물"" 반도체(GaAs 또는 GaInAs) 광음극 및 전이된 전자 광음극",2,2300,2,Y,Y,"ㅊㅚㄷㅐ""ㅂㅗㄱㅅㅏㄱㅏㅁㄷㅗ""ㄱㅏ 15mA/Wㅇㅣㅎㅏㅇㅣㄴ ""Ⅲ/Ⅴ ㅎㅘㅎㅏㅂㅁㅜㄹ"" ㅂㅏㄴㄷㅗㅊㅔ(GaAs ㄸㅗㄴㅡㄴ GaInAs) ㄱㅘㅇㅇㅡㅁㄱㅡㄱ ㅁㅣㅊ ㅈㅓㄴㅇㅣㄷㅚㄴ ㅈㅓㄴㅈㅏ ㄱㅘㅇㅇㅡㅁㄱㅡㄱ"
2388,3개 미만의 가속도계로 구성,2,2298,2,Y,Y,3ㄱㅐ ㅁㅣㅁㅏㄴㅇㅢ ㄱㅏㅅㅗㄱㄷㅗㄱㅖㄹㅗ ㄱㅜㅅㅓㅇ
2389,"""잡음레벨”(감도)이 1 nT rms / √Hz 이상인 광섬유 “자기계”",2,2333,2,Y,Y,"""ㅈㅏㅂㅇㅡㅁㄹㅔㅂㅔㄹ”(ㄱㅏㅁㄷㅗ)ㅇㅣ 1 nT rms / √Hz ㅇㅣㅅㅏㅇㅇㅣㄴ ㄱㅘㅇㅅㅓㅁㅇㅠ “ㅈㅏㄱㅣㄱㅖ”"
2390,프레임 노출 시간이 50ns 초과인 프레이밍 카메라,2,2338,2,Y,Y,ㅍㅡㄹㅔㅇㅣㅁ ㄴㅗㅊㅜㄹ ㅅㅣㄱㅏㄴㅇㅣ 50ns ㅊㅗㄱㅘㅇㅣㄴ ㅍㅡㄹㅔㅇㅣㅁㅣㅇ ㅋㅏㅁㅔㄹㅏ
2391,"폐쇄 사이클(closed cycle)형으로 평균고장수명 또는 평균고장간격이 2,500 시간 미만",2,2349,2,Y,N,"ㅍㅖㅅㅙ ㅅㅏㅇㅣㅋㅡㄹ(closed cycle)ㅎㅕㅇㅇㅡㄹㅗ ㅍㅕㅇㄱㅠㄴㄱㅗㅈㅏㅇㅅㅜㅁㅕㅇ ㄸㅗㄴㅡㄴ ㅍㅕㅇㄱㅠㄴㄱㅗㅈㅏㅇㄱㅏㄴㄱㅕㄱㅇㅣ 2,500 ㅅㅣㄱㅏㄴ ㅁㅣㅁㅏㄴ"
1616,회전자 직선화 장비,1,,,,Y,ㅎㅚㅈㅓㄴㅈㅏ ㅈㅣㄱㅅㅓㄴㅎㅘ ㅈㅏㅇㅂㅣ
1618,소각장치,1,,,,Y,ㅅㅗㄱㅏㄱㅈㅏㅇㅊㅣ
1619,복합재 고밀화 장비,1,,,,Y,ㅂㅗㄱㅎㅏㅂㅈㅐ ㄱㅗㅁㅣㄹㅎㅘ ㅈㅏㅇㅂㅣ
1620,표면조도측정장치/기기,1,,,,Y,ㅍㅛㅁㅕㄴㅈㅗㄷㅗㅊㅡㄱㅈㅓㅇㅈㅏㅇㅊㅣ/ㄱㅣㄱㅣ
1621,회전위치피드백 장치,1,,,,N,ㅎㅚㅈㅓㄴㅇㅟㅊㅣㅍㅣㄷㅡㅂㅐㄱ ㅈㅏㅇㅊㅣ
1622,실시간 영상처리(3차원) 로봇,1,,,,N,ㅅㅣㄹㅅㅣㄱㅏㄴ ㅇㅕㅇㅅㅏㅇㅊㅓㄹㅣ(3ㅊㅏㅇㅝㄴ) ㄹㅗㅂㅗㅅ
1623,플라즈마분사장비,1,,,,Y,ㅍㅡㄹㄹㅏㅈㅡㅁㅏㅂㅜㄴㅅㅏㅈㅏㅇㅂㅣ
1625,동결건조장비,1,,,,Y,ㄷㅗㅇㄱㅕㄹㄱㅓㄴㅈㅗㅈㅏㅇㅂㅣ
1626,스케일유니트,1,,,,N,ㅅㅡㅋㅔㅇㅣㄹㅇㅠㄴㅣㅌㅡ
1628,변위측정장치,1,,,,Y,ㅂㅕㄴㅇㅟㅊㅡㄱㅈㅓㅇㅈㅏㅇㅊㅣ
1630,로봇 사용 소프트웨어,1,,,,Y,ㄹㅗㅂㅗㅅ ㅅㅏㅇㅛㅇ ㅅㅗㅍㅡㅌㅡㅇㅞㅇㅓ
1631,치수측정 시스템,1,,,,Y,ㅊㅣㅅㅜㅊㅡㄱㅈㅓㅇ ㅅㅣㅅㅡㅌㅔㅁ
1252,수의용,3,621,3,Y,N,ㅅㅜㅇㅢㅇㅛㅇ
1253,순도 99 wt% 미만,3,461,2,Y,Y,ㅅㅜㄴㄷㅗ 99 wt% ㅁㅣㅁㅏㄴ
1254,순도 99 wt% 미만 니켈 분말로 제조,3,348,2,Y,Y,ㅅㅜㄴㄷㅗ 99 wt% ㅁㅣㅁㅏㄴ ㄴㅣㅋㅔㄹ ㅂㅜㄴㅁㅏㄹㄹㅗ ㅈㅔㅈㅗ
1255,슬래퍼,3,,1,Y,Y,ㅅㅡㄹㄹㅐㅍㅓ
1256,식품산업용,3,621,3,Y,N,ㅅㅣㄱㅍㅜㅁㅅㅏㄴㅇㅓㅂㅇㅛㅇ
1257,실험용,3,570,2,Y,N,ㅅㅣㄹㅎㅓㅁㅇㅛㅇ
2235,마케팅 목적의 감시 시스템,2,2132,3,Y,Y,ㅁㅏㅋㅔㅌㅣㅇ ㅁㅗㄱㅈㅓㄱㅇㅢ ㄱㅏㅁㅅㅣ ㅅㅣㅅㅡㅌㅔㅁ
2658,인증된 유지보수 시설물을 위해 전용 설계된 영상 카메라,2,2293,3,Y,Y,ㅇㅣㄴㅈㅡㅇㄷㅚㄴ ㅇㅠㅈㅣㅂㅗㅅㅜ ㅅㅣㅅㅓㄹㅁㅜㄹㅇㅡㄹ ㅇㅟㅎㅐ ㅈㅓㄴㅇㅛㅇ ㅅㅓㄹㄱㅖㄷㅚㄴ ㅇㅕㅇㅅㅏㅇ ㅋㅏㅁㅔㄹㅏ
2659,연속파형 레이저 출력이 20 mW 미만인 레이저 음향 측정장치,2,2350,2,Y,Y,ㅇㅕㄴㅅㅗㄱㅍㅏㅎㅕㅇ ㄹㅔㅇㅣㅈㅓ ㅊㅜㄹㄹㅕㄱㅇㅣ 20 mW ㅁㅣㅁㅏㄴㅇㅣㄴ ㄹㅔㅇㅣㅈㅓ ㅇㅡㅁㅎㅑㅇ ㅊㅡㄱㅈㅓㅇㅈㅏㅇㅊㅣ
2660,평균 출력전력이 200W이하,2,2314,2,Y,Y,ㅍㅕㅇㄱㅠㄴ ㅊㅜㄹㄹㅕㄱㅈㅓㄴㄹㅕㄱㅇㅣ 200Wㅇㅣㅎㅏ
2661,선수방위센서,2,2343,,,Y,ㅅㅓㄴㅅㅜㅂㅏㅇㅇㅟㅅㅔㄴㅅㅓ
2662,"직경 또는 주축의 길이가 1 m를 초과하는 반사경 조각으로 구성된 조각 반사경 시스템에서 정렬 및 위상을 유지할 수 있도록 전용 설계된 ""소프트웨어""",2,2353,1,Y,Y,"ㅈㅣㄱㄱㅕㅇ ㄸㅗㄴㅡㄴ ㅈㅜㅊㅜㄱㅇㅢ ㄱㅣㄹㅇㅣㄱㅏ 1 mㄹㅡㄹ ㅊㅗㄱㅘㅎㅏㄴㅡㄴ ㅂㅏㄴㅅㅏㄱㅕㅇ ㅈㅗㄱㅏㄱㅇㅡㄹㅗ ㄱㅜㅅㅓㅇㄷㅚㄴ ㅈㅗㄱㅏㄱ ㅂㅏㄴㅅㅏㄱㅕㅇ ㅅㅣㅅㅡㅌㅔㅁㅇㅔㅅㅓ ㅈㅓㅇㄹㅕㄹ ㅁㅣㅊ ㅇㅟㅅㅏㅇㅇㅡㄹ ㅇㅠㅈㅣㅎㅏㄹ ㅅㅜ ㅇㅣㅅㅅㄷㅗㄹㅗㄱ ㅈㅓㄴㅇㅛㅇ ㅅㅓㄹㄱㅖㄷㅚㄴ ""ㅅㅗㅍㅡㅌㅡㅇㅞㅇㅓ"""
2663,거리 해상도가  10m rms 이하인 거리측정 레이더,2,2359,2,Y,Y,ㄱㅓㄹㅣ ㅎㅐㅅㅏㅇㄷㅗㄱㅏ  10m rms ㅇㅣㅎㅏㅇㅣㄴ ㄱㅓㄹㅣㅊㅡㄱㅈㅓㅇ ㄹㅔㅇㅣㄷㅓ
2664,“초고출력 레이저”시스템에 사용하기 위하여 설계된 투사 망원경,2,2339,1,Y,Y,“ㅊㅗㄱㅗㅊㅜㄹㄹㅕㄱ ㄹㅔㅇㅣㅈㅓ”ㅅㅣㅅㅡㅌㅔㅁㅇㅔ ㅅㅏㅇㅛㅇㅎㅏㄱㅣ ㅇㅟㅎㅏㅇㅕ ㅅㅓㄹㄱㅖㄷㅚㄴ ㅌㅜㅅㅏ ㅁㅏㅇㅇㅝㄴㄱㅕㅇ
2665,수직방향 20°이하,2,2304,2,Y,Y,ㅅㅜㅈㅣㄱㅂㅏㅇㅎㅑㅇ 20°ㅇㅣㅎㅏ
2666,석판인쇄장비로 전용 설계된 비구면 광학요소,2,2308,,,Y,ㅅㅓㄱㅍㅏㄴㅇㅣㄴㅅㅙㅈㅏㅇㅂㅣㄹㅗ ㅈㅓㄴㅇㅛㅇ ㅅㅓㄹㄱㅖㄷㅚㄴ ㅂㅣㄱㅜㅁㅕㄴ ㄱㅘㅇㅎㅏㄱㅇㅛㅅㅗ
2667,초점거리 대 구경의 비가 7:1이상인 비구면 광학요소,2,2308,3,Y,Y,ㅊㅗㅈㅓㅁㄱㅓㄹㅣ ㄷㅐ ㄱㅜㄱㅕㅇㅇㅢ ㅂㅣㄱㅏ 7:1ㅇㅣㅅㅏㅇㅇㅣㄴ ㅂㅣㄱㅜㅁㅕㄴ ㄱㅘㅇㅎㅏㄱㅇㅛㅅㅗ
2668,"응답 ""시상수""가 95ns 이상",2,2327,2,Y,Y,"ㅇㅡㅇㄷㅏㅂ ""ㅅㅣㅅㅏㅇㅅㅜ""ㄱㅏ 95ns ㅇㅣㅅㅏㅇ"
2669,단일모드(single-mode) 발진기,2,2312,3,Y,Y,ㄷㅏㄴㅇㅣㄹㅁㅗㄷㅡ(single-mode) ㅂㅏㄹㅈㅣㄴㄱㅣ
